"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"28802","Native",1,24,"spillover2","tt","spillover2 tt",4,0,323,323,-0.5,0.5
"28804","Native",1,12,"spillover2","tt","spillover2 tt",4,0,2377,2377,-0.5,0.5
"28806","Native",1,6,"spillover2","tt","spillover2 tt",2,0,371,371,0.5,0.5
"28808","Native",1,7,"spillover2","tt","spillover2 tt",3,0,880,880,-0.5,-0.5
"28810","Native",1,14,"spillover2","tt","spillover2 tt",2,0,644,644,0.5,0.5
"28812","Native",1,21,"spillover2","tt","spillover2 tt",1,0,1024,1024,0.5,-0.5
"28814","Native",1,19,"spillover2","tt","spillover2 tt",3,0,511,511,-0.5,-0.5
"28816","Native",1,17,"spillover2","tt","spillover2 tt",1,0,648,648,0.5,-0.5
"28818","Native",1,10,"spillover2","tt","spillover2 tt",2,0,1453,1453,0.5,0.5
"28820","Native",1,23,"spillover2","tt","spillover2 tt",3,0,609,609,-0.5,-0.5
"28822","Native",1,15,"spillover2","tt","spillover2 tt",3,0,578,578,-0.5,-0.5
"28824","Native",1,1,"spillover2","tt","spillover2 tt",1,0,593,593,0.5,-0.5
"28826","Native",1,2,"spillover2","tt","spillover2 tt",2,0,543,543,0.5,0.5
"28828","Native",1,5,"spillover2","tt","spillover2 tt",1,0,515,515,0.5,-0.5
"28830","Native",1,16,"spillover2","tt","spillover2 tt",4,0,998,998,-0.5,0.5
"28832","Native",1,3,"spillover2","tt","spillover2 tt",3,0,760,760,-0.5,-0.5
"28834","Native",1,13,"spillover2","tt","spillover2 tt",1,0,1537,1537,0.5,-0.5
"28836","Native",1,11,"spillover2","tt","spillover2 tt",3,0,695,695,-0.5,-0.5
"28838","Native",1,9,"spillover2","tt","spillover2 tt",1,0,1228,1228,0.5,-0.5
"28840","Native",1,8,"spillover2","tt","spillover2 tt",4,0,1682,1682,-0.5,0.5
"28842","Native",1,4,"spillover2","tt","spillover2 tt",4,0,973,973,-0.5,0.5
"28844","Native",1,20,"spillover2","tt","spillover2 tt",4,0,1754,1754,-0.5,0.5
"28846","Native",1,18,"spillover2","tt","spillover2 tt",2,0,467,467,0.5,0.5
"28848","Native",1,22,"spillover2","tt","spillover2 tt",2,0,1056,1056,0.5,0.5
"28850","Native",2,14,"spillover2","tt","spillover2 tt",3,0,301,301,-0.5,-0.5
"28852","Native",2,4,"spillover2","tt","spillover2 tt",1,0,431,431,0.5,-0.5
"28854","Native",2,19,"spillover2","tt","spillover2 tt",4,0,566,566,-0.5,0.5
"28856","Native",2,1,"spillover2","tt","spillover2 tt",2,0,421,421,0.5,0.5
"28858","Native",2,5,"spillover2","tt","spillover2 tt",2,0,952,952,0.5,0.5
"28860","Native",2,15,"spillover2","tt","spillover2 tt",4,0,122,122,-0.5,0.5
"28862","Native",2,7,"spillover2","tt","spillover2 tt",4,0,251,251,-0.5,0.5
"28864","Native",2,18,"spillover2","tt","spillover2 tt",3,0,273,273,-0.5,-0.5
"28866","Native",2,6,"spillover2","tt","spillover2 tt",3,0,439,439,-0.5,-0.5
"28868","Native",2,22,"spillover2","tt","spillover2 tt",3,0,622,622,-0.5,-0.5
"28870","Native",2,10,"spillover2","tt","spillover2 tt",3,0,311,311,-0.5,-0.5
"28872","Native",2,8,"spillover2","tt","spillover2 tt",1,0,201,201,0.5,-0.5
"28874","Native",2,24,"spillover2","tt","spillover2 tt",1,0,125,125,0.5,-0.5
"28876","Native",2,17,"spillover2","tt","spillover2 tt",2,0,447,447,0.5,0.5
"28878","Native",2,2,"spillover2","tt","spillover2 tt",3,0,301,301,-0.5,-0.5
"28880","Native",2,11,"spillover2","tt","spillover2 tt",4,0,282,282,-0.5,0.5
"28882","Native",2,3,"spillover2","tt","spillover2 tt",4,0,328,328,-0.5,0.5
"28884","Native",2,21,"spillover2","tt","spillover2 tt",2,0,124,124,0.5,0.5
"28886","Native",2,20,"spillover2","tt","spillover2 tt",1,0,197,197,0.5,-0.5
"28888","Native",2,16,"spillover2","tt","spillover2 tt",1,1,0,NA,0.5,-0.5
"28890","Native",2,13,"spillover2","tt","spillover2 tt",2,0,198,198,0.5,0.5
"28892","Native",2,9,"spillover2","tt","spillover2 tt",2,0,807,807,0.5,0.5
"28894","Native",2,12,"spillover2","tt","spillover2 tt",1,0,304,304,0.5,-0.5
"28896","Native",2,23,"spillover2","tt","spillover2 tt",4,0,531,531,-0.5,0.5
"28897","Native",3,11,"spillover2","tt","spillover2 tt",1,0,446,446,0.5,-0.5
"28899","Native",3,21,"spillover2","tt","spillover2 tt",3,0,802,802,-0.5,-0.5
"28901","Native",3,2,"spillover2","tt","spillover2 tt",4,0,3246,3246,-0.5,0.5
"28903","Native",3,20,"spillover2","tt","spillover2 tt",2,0,1112,1112,0.5,0.5
"28905","Native",3,9,"spillover2","tt","spillover2 tt",3,0,869,869,-0.5,-0.5
"28907","Native",3,4,"spillover2","tt","spillover2 tt",2,0,1338,1338,0.5,0.5
"28909","Native",3,3,"spillover2","tt","spillover2 tt",1,0,583,583,0.5,-0.5
"28911","Native",3,1,"spillover2","tt","spillover2 tt",3,0,848,848,-0.5,-0.5
"28913","Native",3,13,"spillover2","tt","spillover2 tt",3,0,535,535,-0.5,-0.5
"28915","Native",3,18,"spillover2","tt","spillover2 tt",4,0,376,376,-0.5,0.5
"28917","Native",3,7,"spillover2","tt","spillover2 tt",1,0,846,846,0.5,-0.5
"28919","Native",3,5,"spillover2","tt","spillover2 tt",3,0,829,829,-0.5,-0.5
"28921","Native",3,15,"spillover2","tt","spillover2 tt",1,0,518,518,0.5,-0.5
"28923","Native",3,16,"spillover2","tt","spillover2 tt",2,0,493,493,0.5,0.5
"28925","Native",3,8,"spillover2","tt","spillover2 tt",2,0,1268,1268,0.5,0.5
"28927","Native",3,22,"spillover2","tt","spillover2 tt",4,0,2234,2234,-0.5,0.5
"28929","Native",3,17,"spillover2","tt","spillover2 tt",3,0,473,473,-0.5,-0.5
"28931","Native",3,19,"spillover2","tt","spillover2 tt",1,0,532,532,0.5,-0.5
"28933","Native",3,23,"spillover2","tt","spillover2 tt",1,0,1301,1301,0.5,-0.5
"28935","Native",3,14,"spillover2","tt","spillover2 tt",4,0,1950,1950,-0.5,0.5
"28937","Native",3,24,"spillover2","tt","spillover2 tt",2,0,471,471,0.5,0.5
"28939","Native",3,10,"spillover2","tt","spillover2 tt",4,0,669,669,-0.5,0.5
"28941","Native",3,12,"spillover2","tt","spillover2 tt",2,0,1428,1428,0.5,0.5
"28943","Native",3,6,"spillover2","tt","spillover2 tt",4,0,1077,1077,-0.5,0.5
"28945","Native",4,21,"spillover2","tt","spillover2 tt",4,0,332,332,-0.5,0.5
"28947","Native",4,14,"spillover2","tt","spillover2 tt",1,0,307,307,0.5,-0.5
"28949","Native",4,22,"spillover2","tt","spillover2 tt",1,0,309,309,0.5,-0.5
"28951","Native",4,11,"spillover2","tt","spillover2 tt",2,0,281,281,0.5,0.5
"28953","Native",4,15,"spillover2","tt","spillover2 tt",2,0,152,152,0.5,0.5
"28955","Native",4,23,"spillover2","tt","spillover2 tt",2,0,287,287,0.5,0.5
"28957","Native",4,18,"spillover2","tt","spillover2 tt",1,0,497,497,0.5,-0.5
"28959","Native",4,6,"spillover2","tt","spillover2 tt",1,0,105,105,0.5,-0.5
"28961","Native",4,10,"spillover2","tt","spillover2 tt",1,0,454,454,0.5,-0.5
"28963","Native",4,12,"spillover2","tt","spillover2 tt",3,0,414,414,-0.5,-0.5
"28965","Native",4,19,"spillover2","tt","spillover2 tt",2,0,157,157,0.5,0.5
"28967","Native",4,1,"spillover2","tt","spillover2 tt",4,0,245,245,-0.5,0.5
"28969","Native",4,20,"spillover2","tt","spillover2 tt",3,0,279,279,-0.5,-0.5
"28971","Native",4,16,"spillover2","tt","spillover2 tt",3,0,521,521,-0.5,-0.5
"28973","Native",4,2,"spillover2","tt","spillover2 tt",1,0,381,381,0.5,-0.5
"28975","Native",4,5,"spillover2","tt","spillover2 tt",4,0,508,508,-0.5,0.5
"28977","Native",4,17,"spillover2","tt","spillover2 tt",4,0,546,546,-0.5,0.5
"28979","Native",4,24,"spillover2","tt","spillover2 tt",3,0,169,169,-0.5,-0.5
"28981","Native",4,13,"spillover2","tt","spillover2 tt",4,0,448,448,-0.5,0.5
"28983","Native",4,8,"spillover2","tt","spillover2 tt",3,0,212,212,-0.5,-0.5
"28985","Native",4,9,"spillover2","tt","spillover2 tt",4,0,284,284,-0.5,0.5
"28987","Native",4,7,"spillover2","tt","spillover2 tt",2,0,300,300,0.5,0.5
"28989","Native",4,4,"spillover2","tt","spillover2 tt",3,0,363,363,-0.5,-0.5
"28991","Native",4,3,"spillover2","tt","spillover2 tt",2,0,388,388,0.5,0.5
"28994","Native",5,8,"spillover2","tt","spillover2 tt",4,0,681,681,-0.5,0.5
"28996","Native",5,4,"spillover2","tt","spillover2 tt",4,0,874,874,-0.5,0.5
"28998","Native",5,19,"spillover2","tt","spillover2 tt",3,0,258,258,-0.5,-0.5
"29000","Native",5,21,"spillover2","tt","spillover2 tt",1,0,980,980,0.5,-0.5
"29002","Native",5,13,"spillover2","tt","spillover2 tt",1,0,383,383,0.5,-0.5
"29004","Native",5,9,"spillover2","tt","spillover2 tt",1,0,364,364,0.5,-0.5
"29006","Native",5,3,"spillover2","tt","spillover2 tt",3,0,237,237,-0.5,-0.5
"29008","Native",5,12,"spillover2","tt","spillover2 tt",4,0,745,745,-0.5,0.5
"29010","Native",5,2,"spillover2","tt","spillover2 tt",2,0,437,437,0.5,0.5
"29012","Native",5,15,"spillover2","tt","spillover2 tt",3,0,137,137,-0.5,-0.5
"29014","Native",5,5,"spillover2","tt","spillover2 tt",1,0,669,669,0.5,-0.5
"29016","Native",5,7,"spillover2","tt","spillover2 tt",3,0,1070,1070,-0.5,-0.5
"29018","Native",5,22,"spillover2","tt","spillover2 tt",2,0,454,454,0.5,0.5
"29020","Native",5,17,"spillover2","tt","spillover2 tt",1,0,589,589,0.5,-0.5
"29022","Native",5,16,"spillover2","tt","spillover2 tt",4,0,595,595,-0.5,0.5
"29024","Native",5,1,"spillover2","tt","spillover2 tt",1,0,304,304,0.5,-0.5
"29026","Native",5,14,"spillover2","tt","spillover2 tt",2,0,514,514,0.5,0.5
"29028","Native",5,24,"spillover2","tt","spillover2 tt",4,0,291,291,-0.5,0.5
"29030","Native",5,23,"spillover2","tt","spillover2 tt",3,0,325,325,-0.5,-0.5
"29032","Native",5,18,"spillover2","tt","spillover2 tt",2,0,489,489,0.5,0.5
"29034","Native",5,11,"spillover2","tt","spillover2 tt",3,0,351,351,-0.5,-0.5
"29036","Native",5,20,"spillover2","tt","spillover2 tt",4,0,336,336,-0.5,0.5
"29038","Native",5,10,"spillover2","tt","spillover2 tt",2,0,197,197,0.5,0.5
"29040","Native",5,6,"spillover2","tt","spillover2 tt",2,0,245,245,0.5,0.5
"29041","Native",6,12,"spillover2","tt","spillover2 tt",1,0,428,428,0.5,-0.5
"29043","Native",6,14,"spillover2","tt","spillover2 tt",3,0,273,273,-0.5,-0.5
"29045","Native",6,5,"spillover2","tt","spillover2 tt",2,0,269,269,0.5,0.5
"29047","Native",6,22,"spillover2","tt","spillover2 tt",3,1,0,NA,-0.5,-0.5
"29049","Native",6,15,"spillover2","tt","spillover2 tt",4,1,0,NA,-0.5,0.5
"29051","Native",6,17,"spillover2","tt","spillover2 tt",2,0,270,270,0.5,0.5
"29053","Native",6,3,"spillover2","tt","spillover2 tt",4,0,304,304,-0.5,0.5
"29055","Native",6,2,"spillover2","tt","spillover2 tt",3,0,135,135,-0.5,-0.5
"29057","Native",6,9,"spillover2","tt","spillover2 tt",2,0,166,166,0.5,0.5
"29059","Native",6,8,"spillover2","tt","spillover2 tt",1,0,200,200,0.5,-0.5
